store,food_group,item,brand_quantity,regular_price,sale_price,on_sale,effective_price,available,sale_note,notes,date_collected,comparability_flag,comparability_note
SuperFresh Supermarket,Protein,Tofu,,,,False,,False,,Not available / not recorded at this store,2026-07-14,OK,
SuperFresh Supermarket,Protein,Chicken Breast,Superfresh brand boneless chicken breast  (per lb),5.99,,False,5.99,True,,,2026-07-14,Different,Store-brand
SuperFresh Supermarket,Treats & Alcohol,Beer,"Modelo, 6 pack",13.99,10.99,True,10.99,True,,,2026-07-14,OK,
SuperFresh Supermarket,Treats & Alcohol,Ice Cream,Hagen-Daz,6.99,,False,6.99,True,,,2026-07-14,OK,
SuperFresh Supermarket,Grains,Cereal,Cheerios (8.9oz),6.49,,False,6.49,True,,,2026-07-14,OK,
SuperFresh Supermarket,Protein,Eggs,Sunshine Farms (12 pack),5.49,,False,5.49,True,,,2026-07-14,OK,
Whole Foods,Produce,Apples,"Honey Crisp, per lb",3.99,,False,3.99,True,,,None,Different,"Honey Crisp variety, not Gala"
Whole Foods,Produce,Bananas,Organic- Whole foods Market,0.79,,False,0.79,True,,,None,Different,Organic bananas — different tier than conventional elsewhere
Whole Foods,Produce,Tomatoes,"on the vine, per lb",2.79,,False,2.79,True,,,None,OK,
Whole Foods,Produce,Kale,"Cal- Organic Farms, per bunch",2.99,,False,2.99,True,,,None,Mismatch,"Priced per bunch, not per lb — not directly comparable"
Whole Foods,Produce,Spinach,Organic- 365 Whole Foods Market,3.19,,False,3.19,True,,,None,Unclear,Bag size not recorded
Whole Foods,Grains,Bread,Natures Own ,4.79,,False,4.79,True,,,None,Different,Nature's Own — different brand tier; size not recorded
Whole Foods,Protein,Peanut Butter,Organic WF Brand,4.99,,False,4.99,True,,,None,Different,Store-brand organic — different brand tier; size not recorded
Whole Foods,Pantry & Beverages,Honey,Stiles Honey (12oz),7.29,,False,7.29,True,,,None,Different,"Stiles Honey — different brand, same 12oz size"
Whole Foods,Grains,Rice,Organic WF Brand,5.29,,False,5.29,True,,,None,Unclear,Store-brand organic — different brand tier; size not recorded
Whole Foods,Pantry & Beverages,Coffee,illy,16.99,,False,16.99,True,,,None,Different,"Illy — premium gourmet brand, likely explains its much higher price; size not recorded"
Whole Foods,Protein,Black Beans,Organic WF Brand,1.69,,False,1.69,True,,,None,Different,Store-brand organic — different brand tier
Whole Foods,Dairy,Milk,Organic Valley (half gallon),6.99,,False,6.99,True,,,None,OK,
Whole Foods,Dairy,Butter,Kerrygold (Salted Irish butter),5.99,,False,5.99,True,,,None,Unclear,Stick count / oz not recorded
Whole Foods,Dairy,Cheddar Cheese,Cabot,4.29,,False,4.29,True,,,None,Unclear,Size not recorded
Whole Foods,Dairy,Greek yogurt,Chobani,1.79,,False,1.79,True,,,None,Unclear,Cup size not recorded
Whole Foods,Protein,Tofu,Organic WF Brand,2.49,,False,2.49,True,,,None,Different,Store-brand organic — different brand tier
Whole Foods,Protein,Chicken Breast,whole foods brand,6.99,,False,6.99,True,,,None,Different,Store-brand
Whole Foods,Treats & Alcohol,Beer,Modelo 6 pack,11.49,,False,11.49,True,,,None,OK,
Whole Foods,Treats & Alcohol,Ice Cream,Ben&Jerrys,6.19,,False,6.19,True,,,None,Different,Ben & Jerry's — a different (premium) brand than Häagen-Dazs
Whole Foods,Grains,Cereal,Cheerios (8.9oz),5.39,,False,5.39,True,,,None,OK,
Whole Foods,Protein,Eggs,Free range organic valley,8.49,,False,8.49,True,,,None,Different,"Organic Valley, free range"
